date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1981-05-25,0.00,0.00,0.00,0.00,0.00,0.00,2.61,7.31,12.01,16.71,21.41,26.11,30.81,35.51,40.21,91.22,91.22,91.22,91.22,91.22
1981-05-26,0.00,0.00,0.00,0.00,0.00,0.00,3.43,8.13,12.83,17.54,22.24,26.94,31.64,36.34,41.04,92.05,92.05,92.05,92.05,92.05
1981-05-27,0.00,0.00,0.00,0.00,0.00,0.00,4.20,8.90,13.60,18.30,23.00,27.70,32.40,37.10,41.80,92.81,92.81,92.81,92.81,92.81
1981-05-28,0.00,0.00,0.00,0.00,0.00,0.20,4.90,9.60,14.30,19.00,23.70,28.40,33.10,37.80,42.50,93.52,93.52,93.52,93.52,93.52
1981-05-29,0.00,0.00,0.00,0.00,0.00,0.86,5.56,10.26,14.96,19.66,24.36,29.06,33.76,38.46,43.16,94.17,94.17,94.17,94.17,94.17
1981-05-30,0.00,0.00,0.00,0.00,0.00,1.47,6.17,10.88,15.58,20.28,24.98,29.68,34.38,39.08,43.78,94.79,94.79,94.79,94.79,94.79
1981-05-31,0.00,0.00,0.00,0.00,0.00,2.05,6.75,11.45,16.15,20.85,25.56,30.26,34.96,39.66,44.36,95.37,95.37,95.37,95.37,95.37
1981-06-01,0.00,0.00,0.00,0.00,0.00,2.60,7.30,12.00,16.70,21.40,26.10,30.80,35.50,40.20,44.90,95.92,95.92,95.92,95.92,95.92
1981-06-02,0.00,0.00,0.00,0.00,0.00,3.12,7.82,12.52,17.22,21.92,26.62,31.32,36.02,40.72,45.42,96.43,96.43,96.43,96.43,96.43
1981-06-03,0.00,0.00,0.00,0.00,0.00,0.00,4.58,9.28,13.98,18.68,23.38,28.08,32.78,37.48,42.18,93.20,93.20,93.20,93.20,93.20
1981-06-04,0.00,0.00,0.00,0.00,0.00,0.11,4.81,9.51,14.21,18.92,23.62,28.32,33.02,37.72,42.42,93.43,93.43,93.43,93.43,93.43
1981-06-05,0.00,0.00,0.00,0.00,0.00,0.78,5.48,10.18,14.88,19.58,24.28,28.98,33.68,38.38,43.08,94.09,94.09,94.09,94.09,94.09
1981-06-06,0.00,0.00,0.00,0.00,0.00,1.40,6.10,10.80,15.50,20.20,24.90,29.60,34.30,39.00,43.70,94.71,94.71,94.71,94.71,94.71
1981-06-07,0.00,0.00,0.00,0.00,0.00,1.98,6.68,11.38,16.08,20.78,25.48,30.18,34.88,39.58,44.28,95.30,95.30,95.30,95.30,95.30
1981-06-08,0.00,0.00,0.00,0.00,0.00,2.53,7.23,11.93,16.63,21.33,26.03,30.73,35.43,40.13,44.83,95.85,95.85,95.85,95.85,95.85
1981-06-09,0.00,0.00,0.00,0.00,0.00,3.05,7.75,12.45,17.15,21.85,26.55,31.25,35.96,40.66,45.36,96.37,96.37,96.37,96.37,96.37
1981-06-10,0.00,0.00,0.00,0.00,0.00,3.55,8.25,12.95,17.65,22.35,27.05,31.75,36.45,41.15,45.85,96.86,96.86,96.86,96.86,96.86
1981-06-11,0.00,0.00,0.00,0.00,0.00,4.02,8.72,13.42,18.12,22.82,27.52,32.22,36.92,41.62,46.32,97.33,97.33,97.33,97.33,97.33
1981-06-12,0.00,0.00,0.00,0.00,0.00,4.47,9.17,13.87,18.57,23.27,27.97,32.67,37.37,42.07,46.77,97.78,97.78,97.78,97.78,97.78
1981-06-13,0.00,0.00,0.00,0.00,0.20,4.90,9.60,14.30,19.00,23.70,28.40,33.10,37.80,42.50,47.20,98.21,98.21,98.21,98.21,98.21
1981-06-14,0.00,0.00,0.00,0.00,0.61,5.31,10.01,14.71,19.41,24.11,28.81,33.51,38.21,42.91,47.61,98.62,98.62,98.62,98.62,98.62
1981-06-15,0.00,0.00,0.00,0.00,0.00,3.11,7.81,12.51,17.21,21.91,26.61,31.31,36.01,40.71,45.41,96.42,96.42,96.42,96.42,96.42
1981-06-16,0.00,0.00,0.00,0.00,0.00,3.60,8.30,13.00,17.70,22.40,27.10,31.80,36.50,41.20,45.90,96.91,96.91,96.91,96.91,96.91
1981-06-17,0.00,0.00,0.00,0.00,0.00,4.07,8.77,13.47,18.17,22.87,27.57,32.27,36.97,41.67,46.37,97.38,97.38,97.38,97.38,97.38
1981-06-18,0.00,0.00,0.00,0.00,0.00,4.51,9.21,13.91,18.61,23.31,28.01,32.71,37.41,42.11,46.82,97.83,97.83,97.83,97.83,97.83
1981-06-19,0.00,0.00,0.00,0.00,0.24,4.94,9.64,14.34,19.04,23.74,28.44,33.14,37.84,42.54,47.24,98.26,98.26,98.26,98.26,98.26
1981-06-20,0.00,0.00,0.00,0.00,0.65,5.35,10.05,14.75,19.45,24.15,28.85,33.55,38.25,42.95,47.65,98.67,98.67,98.67,98.67,98.67
1981-06-21,0.00,0.00,0.00,0.00,0.37,5.07,9.77,14.47,19.17,23.87,28.57,33.27,37.97,42.67,47.37,98.39,98.39,98.39,98.39,98.39
1981-06-22,0.00,0.00,0.00,0.00,0.78,5.48,10.18,14.88,19.58,24.28,28.98,33.68,38.38,43.08,47.78,98.79,98.79,98.79,98.79,98.79
1981-06-23,0.00,0.00,0.00,0.00,1.16,5.86,10.56,15.26,19.96,24.67,29.37,34.07,38.77,43.47,48.17,99.18,99.18,99.18,99.18,99.18
1981-06-24,0.00,0.00,0.00,0.00,1.54,6.24,10.94,15.64,20.34,25.04,29.74,34.44,39.14,43.84,48.54,99.55,99.55,99.55,99.55,99.55
1981-06-25,0.00,0.00,0.00,0.00,1.90,6.60,11.30,16.00,20.70,25.40,30.10,34.80,39.50,44.20,48.90,99.91,99.91,99.91,99.91,99.91
1981-06-26,0.00,0.00,0.00,0.00,0.00,3.78,8.48,13.18,17.88,22.58,27.28,31.98,36.68,41.39,46.09,97.10,97.10,97.10,97.10,97.10
1981-06-27,0.00,0.00,0.00,0.00,0.00,4.24,8.94,13.64,18.34,23.04,27.74,32.44,37.14,41.84,46.55,97.56,97.56,97.56,97.56,97.56
1981-06-28,0.00,0.00,0.00,0.00,0.00,4.68,9.38,14.08,18.78,23.48,28.18,32.88,37.58,42.28,46.98,98.00,98.00,98.00,98.00,98.00
1981-06-29,0.00,0.00,0.00,0.00,0.40,5.10,9.80,14.50,19.20,23.90,28.60,33.30,38.00,42.70,47.40,98.42,98.42,98.42,98.42,98.42
1981-06-30,0.00,0.00,0.00,0.00,0.80,5.50,10.20,14.90,19.61,24.31,29.01,33.71,38.41,43.11,47.81,98.82,98.82,98.82,98.82,98.82
1981-07-01,0.00,0.00,0.00,0.00,1.19,5.89,10.59,15.29,19.99,24.69,29.39,34.09,38.79,43.49,48.19,99.21,99.21,99.21,99.21,99.21
1981-07-02,0.00,0.00,0.00,0.00,0.93,5.64,10.34,15.04,19.74,24.44,29.14,33.84,38.54,43.24,47.94,98.95,98.95,98.95,98.95,98.95
1981-07-03,0.00,0.00,0.00,0.00,1.32,6.02,10.72,15.42,20.12,24.82,29.52,34.22,38.92,43.62,48.32,99.33,99.33,99.33,99.33,99.33
1981-07-04,0.00,0.00,0.00,0.00,1.68,6.38,11.08,15.79,20.49,25.19,29.89,34.59,39.29,43.99,48.69,99.70,99.70,99.70,99.70,99.70
1981-07-05,0.00,0.00,0.00,0.00,0.00,0.00,4.17,8.87,13.57,18.27,22.97,27.67,32.37,37.07,41.77,92.78,92.78,92.78,92.78,92.78
1981-07-06,0.00,0.00,0.00,0.00,0.00,0.18,4.88,9.58,14.28,18.98,23.68,28.38,33.08,37.78,42.48,93.49,93.49,93.49,93.49,93.49
1981-07-07,0.00,0.00,0.00,0.00,0.00,0.83,5.54,10.24,14.94,19.64,24.34,29.04,33.74,38.44,43.14,94.15,94.15,94.15,94.15,94.15
1981-07-08,0.00,0.00,0.00,0.00,0.00,1.45,6.15,10.85,15.55,20.25,24.95,29.65,34.35,39.05,43.76,94.77,94.77,94.77,94.77,94.77
1981-07-09,0.00,0.00,0.00,0.00,0.00,2.03,6.73,11.43,16.13,20.83,25.53,30.23,34.93,39.64,44.34,95.35,95.35,95.35,95.35,95.35
1981-07-10,0.00,0.00,0.00,0.00,0.00,2.58,7.28,11.98,16.68,21.38,26.08,30.78,35.48,40.18,44.88,95.90,95.90,95.90,95.90,95.90
1981-07-11,0.00,0.00,0.00,0.00,0.00,3.10,7.80,12.50,17.20,21.90,26.60,31.30,36.00,40.70,45.40,96.41,96.41,96.41,96.41,96.41
1981-07-12,0.00,0.00,0.00,0.00,0.00,3.59,8.29,12.99,17.69,22.39,27.09,31.79,36.49,41.19,45.89,96.91,96.91,96.91,96.91,96.91
1981-07-13,0.00,0.00,0.00,0.00,0.00,4.06,8.76,13.46,18.16,22.86,27.56,32.26,36.96,41.66,46.36,97.38,97.38,97.38,97.38,97.38
1981-07-14,0.00,0.00,0.00,0.00,0.00,2.64,7.34,12.04,16.74,21.44,26.15,30.85,35.55,40.25,44.95,95.96,95.96,95.96,95.96,95.96
1981-07-15,0.00,0.00,0.00,0.00,0.00,3.16,7.86,12.56,17.26,21.96,26.66,31.36,36.06,40.76,45.46,96.47,96.47,96.47,96.47,96.47
1981-07-16,0.00,0.00,0.00,0.00,0.00,3.65,8.35,13.05,17.75,22.45,27.15,31.85,36.55,41.25,45.95,96.96,96.96,96.96,96.96,96.96
1981-07-17,0.00,0.00,0.00,0.00,0.00,4.11,8.81,13.51,18.21,22.92,27.62,32.32,37.02,41.72,46.42,97.43,97.43,97.43,97.43,97.43
1981-07-18,0.00,0.00,0.00,0.00,0.00,4.56,9.26,13.96,18.66,23.36,28.06,32.76,37.46,42.16,46.86,97.87,97.87,97.87,97.87,97.87
1981-07-19,0.00,0.00,0.00,0.00,0.28,4.98,9.68,14.38,19.08,23.79,28.49,33.19,37.89,42.59,47.29,98.30,98.30,98.30,98.30,98.30
1981-07-20,0.00,0.00,0.00,0.00,0.69,5.39,10.09,14.79,19.49,24.19,28.89,33.59,38.29,42.99,47.69,98.71,98.71,98.71,98.71,98.71
1981-07-21,0.00,0.00,0.00,0.00,0.00,1.89,6.59,11.29,15.99,20.69,25.39,30.09,34.79,39.49,44.19,95.21,95.21,95.21,95.21,95.21
1981-07-22,0.00,0.00,0.00,0.00,0.00,1.87,6.57,11.27,15.97,20.67,25.37,30.07,34.77,39.47,44.17,95.19,95.19,95.19,95.19,95.19
1981-07-23,0.00,0.00,0.00,0.00,0.00,2.43,7.13,11.83,16.53,21.23,25.93,30.63,35.33,40.03,44.73,95.74,95.74,95.74,95.74,95.74
1981-07-24,0.00,0.00,0.00,0.00,0.00,2.95,7.65,12.35,17.05,21.75,26.45,31.15,35.85,40.56,45.26,96.27,96.27,96.27,96.27,96.27
1981-07-25,0.00,0.00,0.00,0.00,0.00,3.45,8.15,12.85,17.55,22.25,26.95,31.65,36.35,41.05,45.75,96.77,96.77,96.77,96.77,96.77
1981-07-26,0.00,0.00,0.00,0.00,0.00,3.93,8.63,13.33,18.03,22.73,27.43,32.13,36.83,41.53,46.23,97.24,97.24,97.24,97.24,97.24
1981-07-27,0.00,0.00,0.00,0.00,0.00,4.38,9.08,13.78,18.48,23.18,27.88,32.58,37.28,41.98,46.68,97.70,97.70,97.70,97.70,97.70
1981-07-28,0.00,0.00,0.00,0.00,0.00,1.35,6.05,10.75,15.46,20.16,24.86,29.56,34.26,38.96,43.66,94.67,94.67,94.67,94.67,94.67
1981-07-29,0.00,0.00,0.00,0.00,0.00,1.94,6.64,11.34,16.04,20.74,25.44,30.14,34.84,39.54,44.24,95.26,95.26,95.26,95.26,95.26
1981-07-30,0.00,0.00,0.00,0.00,0.00,2.20,6.90,11.60,16.30,21.00,25.70,30.40,35.10,39.80,44.50,95.51,95.51,95.51,95.51,95.51
1981-07-31,0.00,0.00,0.00,0.00,0.00,2.73,7.43,12.14,16.84,21.54,26.24,30.94,35.64,40.34,45.04,96.05,96.05,96.05,96.05,96.05
1981-08-01,0.00,0.00,0.00,0.00,0.00,3.25,7.95,12.65,17.35,22.05,26.75,31.45,36.15,40.85,45.55,96.56,96.56,96.56,96.56,96.56
1981-08-02,0.00,0.00,0.00,0.00,0.00,3.73,8.43,13.13,17.83,22.53,27.23,31.93,36.63,41.33,46.03,97.05,97.05,97.05,97.05,97.05
1981-08-03,0.00,0.00,0.00,0.00,0.00,4.19,8.89,13.59,18.29,22.99,27.69,32.39,37.09,41.79,46.50,97.51,97.51,97.51,97.51,97.51
1981-08-04,0.00,0.00,0.00,0.00,0.00,4.63,9.33,14.03,18.73,23.43,28.14,32.84,37.54,42.24,46.94,97.95,97.95,97.95,97.95,97.95
1981-08-05,0.00,0.00,0.00,0.00,0.36,5.06,9.76,14.46,19.16,23.86,28.56,33.26,37.96,42.66,47.36,98.37,98.37,98.37,98.37,98.37
1981-08-06,0.00,0.00,0.00,0.00,0.00,4.34,9.04,13.74,18.44,23.14,27.84,32.54,37.24,41.95,46.65,97.66,97.66,97.66,97.66,97.66
1981-08-07,0.00,0.00,0.00,0.00,0.08,4.78,9.48,14.18,18.88,23.58,28.28,32.98,37.68,42.38,47.08,98.09,98.09,98.09,98.09,98.09
1981-08-08,0.00,0.00,0.00,0.00,0.49,5.19,9.89,14.59,19.29,23.99,28.70,33.40,38.10,42.80,47.50,98.51,98.51,98.51,98.51,98.51
1981-08-09,0.00,0.00,0.00,0.00,0.00,3.43,8.13,12.83,17.53,22.23,26.93,31.63,36.33,41.03,45.73,96.75,96.75,96.75,96.75,96.75
1981-08-10,0.00,0.00,0.00,0.00,0.00,3.91,8.61,13.31,18.01,22.71,27.41,32.11,36.81,41.51,46.21,97.22,97.22,97.22,97.22,97.22
1981-08-11,0.00,0.00,0.00,0.00,0.00,4.36,9.06,13.76,18.46,23.16,27.86,32.56,37.26,41.96,46.66,97.68,97.68,97.68,97.68,97.68
1981-08-12,0.00,0.00,0.00,0.00,0.09,4.79,9.49,14.19,18.89,23.60,28.30,33.00,37.70,42.40,47.10,98.11,98.11,98.11,98.11,98.11
1981-08-13,0.00,0.00,0.00,0.00,0.51,5.21,9.91,14.61,19.31,24.01,28.71,33.41,38.11,42.81,47.51,98.53,98.53,98.53,98.53,98.53
1981-08-14,0.00,0.00,0.00,0.00,0.91,5.61,10.31,15.01,19.71,24.41,29.11,33.81,38.51,43.21,47.91,98.92,98.92,98.92,98.92,98.92
1981-08-15,0.00,0.00,0.00,0.00,1.29,5.99,10.69,15.39,20.09,24.79,29.49,34.19,38.89,43.59,48.29,99.31,99.31,99.31,99.31,99.31
1981-08-16,0.00,0.00,0.00,0.00,1.66,6.36,11.06,15.76,20.46,25.16,29.86,34.56,39.26,43.96,48.66,99.68,99.68,99.68,99.68,99.68
1981-08-17,0.00,0.00,0.00,0.00,2.01,6.71,11.41,16.12,20.82,25.52,30.22,34.92,39.62,44.32,49.02,100.03,100.03,100.03,100.03,100.03
1981-08-18,0.00,0.00,0.00,0.00,2.36,7.06,11.76,16.46,21.16,25.86,30.56,35.26,39.96,44.66,49.36,100.37,100.37,100.37,100.37,100.37
1981-08-19,0.00,0.00,0.00,0.00,2.69,7.39,12.09,16.79,21.49,26.19,30.89,35.59,40.29,44.99,49.69,100.70,100.70,100.70,100.70,100.70
1981-08-20,0.00,0.00,0.00,0.00,3.01,7.71,12.41,17.11,21.81,26.51,31.21,35.91,40.61,45.31,50.01,101.03,101.03,101.03,101.03,101.03
1981-08-21,0.00,0.00,0.00,0.00,3.32,8.02,12.72,17.42,22.12,26.82,31.52,36.22,40.92,45.62,50.32,101.34,101.34,101.34,101.34,101.34
1981-08-22,0.00,0.00,0.00,0.00,3.62,8.32,13.02,17.72,22.42,27.12,31.82,36.52,41.22,45.92,50.62,101.64,101.64,101.64,101.64,101.64
1981-08-23,0.00,0.00,0.00,0.00,3.91,8.61,13.31,18.01,22.71,27.41,32.11,36.81,41.51,46.22,50.92,101.93,101.93,101.93,101.93,101.93
1981-08-24,0.00,0.00,0.00,0.00,4.20,8.90,13.60,18.30,23.00,27.70,32.40,37.10,41.80,46.50,51.20,102.21,102.21,102.21,102.21,102.21
1981-08-25,0.00,0.00,0.00,0.00,4.47,9.17,13.87,18.57,23.27,27.97,32.67,37.37,42.07,46.77,51.47,102.49,102.49,102.49,102.49,102.49
1981-08-26,0.00,0.00,0.00,0.04,4.74,9.44,14.14,18.84,23.54,28.24,32.94,37.64,42.34,47.04,51.74,102.76,102.76,102.76,102.76,102.76
1981-08-27,0.00,0.00,0.00,0.30,5.00,9.70,14.40,19.10,23.80,28.50,33.20,37.90,42.60,47.30,52.00,103.02,103.02,103.02,103.02,103.02
1981-08-28,0.00,0.00,0.00,0.55,5.25,9.96,14.66,19.36,24.06,28.76,33.46,38.16,42.86,47.56,52.26,103.27,103.27,103.27,103.27,103.27
1981-08-29,0.00,0.00,0.00,0.80,5.50,10.20,14.90,19.60,24.30,29.00,33.70,38.41,43.11,47.81,52.51,103.52,103.52,103.52,103.52,103.52
1981-08-30,0.00,0.00,0.00,1.04,5.74,10.45,15.15,19.85,24.55,29.25,33.95,38.65,43.35,48.05,52.75,103.76,103.76,103.76,103.76,103.76
1981-08-31,0.00,0.00,0.00,1.28,5.98,10.68,15.38,20.08,24.78,29.48,34.18,38.88,43.58,48.28,52.98,104.00,104.00,104.00,104.00,104.00
1981-09-01,0.00,0.00,0.00,1.51,6.21,10.91,15.61,20.31,25.01,29.71,34.41,39.11,43.81,48.51,53.21,104.23,104.23,104.23,104.23,104.23
1981-09-02,0.00,0.00,0.00,1.74,6.44,11.14,15.84,20.54,25.24,29.94,34.64,39.34,44.04,48.74,53.44,104.45,104.45,104.45,104.45,104.45
1981-09-03,0.00,0.00,0.00,1.96,6.66,11.36,16.06,20.76,25.46,30.16,34.86,39.56,44.26,48.96,53.66,104.67,104.67,104.67,104.67,104.67
1981-09-04,0.00,0.00,0.00,2.17,6.87,11.57,16.27,20.97,25.67,30.37,35.07,39.77,44.48,49.18,53.88,104.89,104.89,104.89,104.89,104.89
1981-09-05,0.00,0.00,0.00,2.38,7.08,11.78,16.48,21.18,25.88,30.59,35.29,39.99,44.69,49.39,54.09,105.10,105.10,105.10,105.10,105.10
1981-09-06,0.00,0.00,0.00,2.59,7.29,11.99,16.69,21.39,26.09,30.79,35.49,40.19,44.89,49.59,54.29,105.31,105.31,105.31,105.31,105.31
1981-09-07,0.00,0.00,0.00,2.79,7.49,12.19,16.89,21.59,26.29,30.99,35.69,40.39,45.09,49.80,54.50,105.51,105.51,105.51,105.51,105.51
1981-09-08,0.00,0.00,0.00,2.99,7.69,12.39,17.09,21.79,26.49,31.19,35.89,40.59,45.29,49.99,54.69,105.71,105.71,105.71,105.71,105.71
1981-09-09,0.00,0.00,0.00,0.00,4.44,9.14,13.84,18.54,23.24,27.94,32.64,37.34,42.04,46.74,51.44,102.46,102.46,102.46,102.46,102.46
1981-09-10,0.00,0.00,0.00,0.01,4.71,9.41,14.11,18.81,23.51,28.21,32.91,37.61,42.31,47.01,51.71,102.73,102.73,102.73,102.73,102.73
1981-09-11,0.00,0.00,0.00,0.27,4.97,9.67,14.37,19.07,23.77,28.47,33.17,37.87,42.57,47.27,51.97,102.99,102.99,102.99,102.99,102.99
1981-09-12,0.00,0.00,0.00,0.53,5.23,9.93,14.63,19.33,24.03,28.73,33.43,38.13,42.83,47.53,52.23,103.24,103.24,103.24,103.24,103.24
1981-09-13,0.00,0.00,0.00,0.77,5.47,10.17,14.88,19.58,24.28,28.98,33.68,38.38,43.08,47.78,52.48,103.49,103.49,103.49,103.49,103.49
1981-09-14,0.00,0.00,0.00,1.02,5.72,10.42,15.12,19.82,24.52,29.22,33.92,38.62,43.32,48.02,52.72,103.73,103.73,103.73,103.73,103.73
1981-09-15,0.00,0.00,0.00,1.25,5.95,10.65,15.35,20.05,24.76,29.46,34.16,38.86,43.56,48.26,52.96,103.97,103.97,103.97,103.97,103.97
1981-09-16,0.00,0.00,0.00,0.00,4.31,9.01,13.71,18.41,23.11,27.81,32.51,37.21,41.91,46.61,51.31,102.33,102.33,102.33,102.33,102.33
1981-09-17,0.00,0.00,0.00,0.00,1.53,6.24,10.94,15.64,20.34,25.04,29.74,34.44,39.14,43.84,48.54,99.55,99.55,99.55,99.55,99.55
1981-09-18,0.00,0.00,0.00,0.00,1.89,6.59,11.30,16.00,20.70,25.40,30.10,34.80,39.50,44.20,48.90,99.91,99.91,99.91,99.91,99.91
1981-09-19,0.00,0.00,0.00,0.00,2.24,6.94,11.64,16.34,21.04,25.74,30.44,35.14,39.84,44.54,49.24,100.26,100.26,100.26,100.26,100.26
1981-09-20,0.00,0.00,0.00,0.00,2.58,7.28,11.98,16.68,21.38,26.08,30.78,35.48,40.18,44.88,49.58,100.59,100.59,100.59,100.59,100.59
1981-09-21,0.00,0.00,0.00,0.00,2.90,7.60,12.30,17.00,21.70,26.40,31.10,35.80,40.50,45.20,49.90,100.92,100.92,100.92,100.92,100.92
1981-09-22,0.00,0.00,0.00,0.00,3.21,7.91,12.62,17.32,22.02,26.72,31.42,36.12,40.82,45.52,50.22,101.23,101.23,101.23,101.23,101.23
1981-09-23,0.00,0.00,0.00,0.00,3.52,8.22,12.92,17.62,22.32,27.02,31.72,36.42,41.12,45.82,50.52,101.53,101.53,101.53,101.53,101.53
1981-09-24,0.00,0.00,0.00,0.00,3.81,8.51,13.21,17.91,22.61,27.32,32.02,36.72,41.42,46.12,50.82,101.83,101.83,101.83,101.83,101.83
1981-09-25,0.00,0.00,0.00,0.00,4.10,8.80,13.50,18.20,22.90,27.60,32.30,37.00,41.70,46.40,51.10,102.12,102.12,102.12,102.12,102.12
1981-09-26,0.00,0.00,0.00,0.00,4.38,9.08,13.78,18.48,23.18,27.88,32.58,37.28,41.98,46.68,51.38,102.39,102.39,102.39,102.39,102.39
1981-09-27,0.00,0.00,0.00,0.00,4.65,9.35,14.05,18.75,23.45,28.15,32.85,37.55,42.25,46.95,51.65,102.67,102.67,102.67,102.67,102.67
1981-09-28,0.00,0.00,0.00,0.21,4.91,9.61,14.31,19.01,23.71,28.41,33.11,37.81,42.51,47.22,51.92,102.93,102.93,102.93,102.93,102.93
1981-09-29,0.00,0.00,0.00,0.47,5.17,9.87,14.57,19.27,23.97,28.67,33.37,38.07,42.77,47.47,52.17,103.19,103.19,103.19,103.19,103.19
1981-09-30,0.00,0.00,0.00,0.72,5.42,10.12,14.82,19.52,24.22,28.92,33.62,38.32,43.02,47.72,52.42,103.44,103.44,103.44,103.44,103.44
1981-10-01,0.00,0.00,0.00,0.96,5.66,10.36,15.06,19.76,24.46,29.16,33.86,38.57,43.27,47.97,52.67,103.68,103.68,103.68,103.68,103.68
1981-10-02,0.00,0.00,0.00,0.00,4.14,8.84,13.54,18.24,22.94,27.64,32.34,37.04,41.74,46.44,51.14,102.16,102.16,102.16,102.16,102.16
1981-10-03,0.00,0.00,0.00,0.00,3.69,8.39,13.09,17.79,22.49,27.19,31.89,36.59,41.29,45.99,50.69,101.71,101.71,101.71,101.71,101.71
1981-10-04,0.00,0.00,0.00,0.00,3.98,8.68,13.38,18.08,22.78,27.48,32.18,36.88,41.58,46.28,50.98,102.00,102.00,102.00,102.00,102.00
1981-10-05,0.00,0.00,0.00,0.00,4.26,8.96,13.66,18.36,23.06,27.76,32.46,37.17,41.87,46.57,51.27,102.28,102.28,102.28,102.28,102.28
1981-10-06,0.00,0.00,0.00,0.00,4.54,9.24,13.94,18.64,23.34,28.04,32.74,37.44,42.14,46.84,51.54,102.55,102.55,102.55,102.55,102.55
1981-10-07,0.00,0.00,0.00,0.00,3.13,7.83,12.53,17.23,21.93,26.63,31.34,36.04,40.74,45.44,50.14,101.15,101.15,101.15,101.15,101.15
1981-10-08,0.00,0.00,0.00,0.00,3.44,8.14,12.84,17.54,22.24,26.94,31.64,36.34,41.04,45.74,50.44,101.46,101.46,101.46,101.46,101.46
1981-10-09,0.00,0.00,0.00,0.00,3.74,8.44,13.14,17.84,22.54,27.24,31.94,36.64,41.34,46.04,50.74,101.75,101.75,101.75,101.75,101.75
1981-10-10,0.00,0.00,0.00,0.00,4.03,8.73,13.43,18.13,22.83,27.53,32.23,36.93,41.63,46.33,51.03,102.04,102.04,102.04,102.04,102.04
1981-10-11,0.00,0.00,0.00,0.00,4.31,9.01,13.71,18.41,23.11,27.81,32.51,37.21,41.91,46.61,51.31,102.32,102.32,102.32,102.32,102.32
1981-10-12,0.00,0.00,0.00,0.00,4.58,9.28,13.98,18.68,23.38,28.08,32.78,37.48,42.18,46.88,51.58,102.60,102.60,102.60,102.60,102.60
1981-10-13,0.00,0.00,0.00,0.14,4.84,9.54,14.24,18.94,23.65,28.35,33.05,37.75,42.45,47.15,51.85,102.86,102.86,102.86,102.86,102.86
1981-10-14,0.00,0.00,0.00,0.40,5.10,9.80,14.50,19.20,23.90,28.60,33.30,38.00,42.70,47.41,52.11,103.12,103.12,103.12,103.12,103.12
1981-10-15,0.00,0.00,0.00,0.65,5.35,10.05,14.75,19.45,24.16,28.86,33.56,38.26,42.96,47.66,52.36,103.37,103.37,103.37,103.37,103.37
1981-10-16,0.00,0.00,0.00,0.90,5.60,10.30,15.00,19.70,24.40,29.10,33.80,38.50,43.20,47.90,52.60,103.62,103.62,103.62,103.62,103.62
1981-10-17,0.00,0.00,0.00,1.14,5.84,10.54,15.24,19.94,24.64,29.34,34.04,38.74,43.44,48.14,52.84,103.86,103.86,103.86,103.86,103.86
1981-10-18,0.00,0.00,0.00,1.37,6.07,10.77,15.47,20.17,24.87,29.57,34.27,38.98,43.68,48.38,53.08,104.09,104.09,104.09,104.09,104.09
1981-10-19,0.00,0.00,0.00,0.00,2.54,7.24,11.94,16.64,21.34,26.04,30.74,35.44,40.14,44.84,49.54,100.55,100.55,100.55,100.55,100.55
1981-10-20,0.00,0.00,0.00,0.00,2.86,7.56,12.26,16.96,21.66,26.36,31.06,35.76,40.46,45.16,49.86,100.88,100.88,100.88,100.88,100.88
1981-10-21,0.00,0.00,0.00,0.00,3.18,7.88,12.58,17.28,21.98,26.68,31.38,36.08,40.78,45.48,50.18,101.19,101.19,101.19,101.19,101.19
1981-10-22,0.00,0.00,0.00,0.00,3.48,8.18,12.88,17.58,22.28,26.98,31.68,36.38,41.08,45.78,50.48,101.50,101.50,101.50,101.50,101.50
1981-10-23,0.00,0.00,0.00,0.00,3.78,8.48,13.18,17.88,22.58,27.28,31.98,36.68,41.38,46.08,50.78,101.79,101.79,101.79,101.79,101.79
1981-10-24,0.00,0.00,0.00,0.00,1.34,6.04,10.74,15.44,20.14,24.84,29.54,34.24,38.94,43.64,48.34,99.36,99.36,99.36,99.36,99.36
1981-10-25,0.00,0.00,0.00,0.00,1.71,6.41,11.11,15.81,20.51,25.21,29.91,34.61,39.31,44.01,48.71,99.72,99.72,99.72,99.72,99.72
1981-10-26,0.00,0.00,0.00,0.00,2.06,6.76,11.46,16.16,20.86,25.56,30.26,34.96,39.66,44.36,49.06,100.08,100.08,100.08,100.08,100.08
1981-10-27,0.00,0.00,0.00,0.00,0.58,5.28,9.98,14.68,19.38,24.08,28.78,33.48,38.18,42.88,47.58,98.60,98.60,98.60,98.60,98.60
1981-10-28,0.00,0.00,0.00,0.00,0.00,0.00,4.33,9.03,13.74,18.44,23.14,27.84,32.54,37.24,41.94,92.95,92.95,92.95,92.95,92.95
1981-10-29,0.00,0.00,0.00,0.00,0.00,0.33,5.03,9.73,14.43,19.13,23.83,28.53,33.23,37.93,42.63,93.65,93.65,93.65,93.65,93.65
1981-10-30,0.00,0.00,0.00,0.00,0.00,0.98,5.68,10.38,15.08,19.78,24.48,29.18,33.88,38.58,43.28,94.30,94.30,94.30,94.30,94.30
1981-10-31,0.00,0.00,0.00,0.00,0.00,1.59,6.29,10.99,15.69,20.39,25.09,29.79,34.49,39.19,43.89,94.90,94.90,94.90,94.90,94.90
