date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1981-11-01,0.00,0.00,0.00,0.00,0.00,2.16,6.86,11.56,16.26,20.96,25.66,30.36,35.06,39.76,44.46,95.48,95.48,95.48,95.48,95.48
1981-11-02,0.00,0.00,0.00,0.00,0.00,2.70,7.40,12.10,16.80,21.50,26.20,30.90,35.60,40.30,45.00,96.02,96.02,96.02,96.02,96.02
1981-11-03,0.00,0.00,0.00,0.00,0.00,3.21,7.91,12.61,17.31,22.01,26.71,31.42,36.12,40.82,45.52,96.53,96.53,96.53,96.53,96.53
1981-11-04,0.00,0.00,0.00,0.00,0.00,3.70,8.40,13.10,17.80,22.50,27.20,31.90,36.60,41.30,46.00,97.02,97.02,97.02,97.02,97.02
1981-11-05,0.00,0.00,0.00,0.00,0.00,4.16,8.86,13.56,18.26,22.96,27.66,32.37,37.07,41.77,46.47,97.48,97.48,97.48,97.48,97.48
1981-11-06,0.00,0.00,0.00,0.00,0.00,4.61,9.31,14.01,18.71,23.41,28.11,32.81,37.51,42.21,46.91,97.92,97.92,97.92,97.92,97.92
1981-11-07,0.00,0.00,0.00,0.00,0.00,2.79,7.49,12.19,16.89,21.59,26.29,30.99,35.69,40.39,45.09,96.10,96.10,96.10,96.10,96.10
1981-11-08,0.00,0.00,0.00,0.00,0.00,3.29,7.99,12.69,17.39,22.09,26.80,31.50,36.20,40.90,45.60,96.61,96.61,96.61,96.61,96.61
1981-11-09,0.00,0.00,0.00,0.00,0.00,3.78,8.48,13.18,17.88,22.58,27.28,31.98,36.68,41.38,46.08,97.09,97.09,97.09,97.09,97.09
1981-11-10,0.00,0.00,0.00,0.00,0.00,4.24,8.94,13.64,18.34,23.04,27.74,32.44,37.14,41.84,46.54,97.55,97.55,97.55,97.55,97.55
1981-11-11,0.00,0.00,0.00,0.00,0.00,4.68,9.38,14.08,18.78,23.48,28.18,32.88,37.58,42.28,46.98,97.99,97.99,97.99,97.99,97.99
1981-11-12,0.00,0.00,0.00,0.00,0.40,5.10,9.80,14.50,19.20,23.90,28.60,33.30,38.00,42.70,47.40,98.41,98.41,98.41,98.41,98.41
1981-11-13,0.00,0.00,0.00,0.00,0.80,5.50,10.20,14.90,19.60,24.30,29.00,33.70,38.40,43.10,47.80,98.82,98.82,98.82,98.82,98.82
1981-11-14,0.00,0.00,0.00,0.00,1.19,5.89,10.59,15.29,19.99,24.69,29.39,34.09,38.79,43.49,48.19,99.20,99.20,99.20,99.20,99.20
1981-11-15,0.00,0.00,0.00,0.00,1.56,6.26,10.96,15.66,20.36,25.06,29.76,34.46,39.16,43.86,48.56,99.57,99.57,99.57,99.57,99.57
1981-11-16,0.00,0.00,0.00,0.00,0.11,4.81,9.51,14.21,18.91,23.61,28.31,33.01,37.71,42.41,47.11,98.12,98.12,98.12,98.12,98.12
1981-11-17,0.00,0.00,0.00,0.00,0.52,5.22,9.92,14.62,19.32,24.02,28.72,33.42,38.13,42.83,47.53,98.54,98.54,98.54,98.54,98.54
1981-11-18,0.00,0.00,0.00,0.00,0.92,5.62,10.32,15.02,19.72,24.42,29.12,33.82,38.52,43.22,47.92,98.94,98.94,98.94,98.94,98.94
1981-11-19,0.00,0.00,0.00,0.00,0.94,5.64,10.34,15.05,19.75,24.45,29.15,33.85,38.55,43.25,47.95,98.96,98.96,98.96,98.96,98.96
1981-11-20,0.00,0.00,0.00,0.00,1.33,6.03,10.73,15.43,20.13,24.83,29.53,34.23,38.93,43.63,48.33,99.34,99.34,99.34,99.34,99.34
1981-11-21,0.00,0.00,0.00,0.00,0.00,3.63,8.34,13.04,17.74,22.44,27.14,31.84,36.54,41.24,45.94,96.95,96.95,96.95,96.95,96.95
1981-11-22,0.00,0.00,0.00,0.00,0.00,3.76,8.46,13.16,17.86,22.56,27.26,31.96,36.66,41.36,46.06,97.08,97.08,97.08,97.08,97.08
1981-11-23,0.00,0.00,0.00,0.00,0.00,3.36,8.06,12.76,17.46,22.16,26.86,31.57,36.27,40.97,45.67,96.68,96.68,96.68,96.68,96.68
1981-11-24,0.00,0.00,0.00,0.00,0.00,3.84,8.54,13.24,17.94,22.64,27.34,32.04,36.74,41.45,46.15,97.16,97.16,97.16,97.16,97.16
1981-11-25,0.00,0.00,0.00,0.00,0.00,4.30,9.00,13.70,18.40,23.10,27.80,32.50,37.20,41.90,46.60,97.62,97.62,97.62,97.62,97.62
1981-11-26,0.00,0.00,0.00,0.00,0.04,4.74,9.44,14.14,18.84,23.54,28.24,32.94,37.64,42.34,47.04,98.05,98.05,98.05,98.05,98.05
1981-11-27,0.00,0.00,0.00,0.00,0.45,5.15,9.85,14.55,19.25,23.96,28.66,33.36,38.06,42.76,47.46,98.47,98.47,98.47,98.47,98.47
1981-11-28,0.00,0.00,0.00,0.00,0.85,5.55,10.25,14.96,19.66,24.36,29.06,33.76,38.46,43.16,47.86,98.87,98.87,98.87,98.87,98.87
1981-11-29,0.00,0.00,0.00,0.00,1.24,5.94,10.64,15.34,20.04,24.74,29.44,34.14,38.84,43.54,48.24,99.26,99.26,99.26,99.26,99.26
1981-11-30,0.00,0.00,0.00,0.00,1.61,6.31,11.01,15.71,20.41,25.11,29.81,34.51,39.21,43.91,48.61,99.63,99.63,99.63,99.63,99.63
1981-12-01,0.00,0.00,0.00,0.00,1.97,6.67,11.37,16.07,20.77,25.47,30.17,34.87,39.57,44.27,48.97,99.98,99.98,99.98,99.98,99.98
1981-12-02,0.00,0.00,0.00,0.00,0.00,2.69,7.39,12.09,16.79,21.49,26.19,30.89,35.59,40.29,44.99,96.00,96.00,96.00,96.00,96.00
1981-12-03,0.00,0.00,0.00,0.00,0.00,0.00,4.16,8.86,13.56,18.26,22.96,27.66,32.37,37.07,41.77,92.78,92.78,92.78,92.78,92.78
1981-12-04,0.00,0.00,0.00,0.00,0.00,0.17,4.87,9.57,14.27,18.97,23.67,28.37,33.07,37.77,42.47,93.49,93.49,93.49,93.49,93.49
1981-12-05,0.00,0.00,0.00,0.00,0.00,0.83,5.53,10.23,14.93,19.63,24.33,29.03,33.73,38.43,43.13,94.15,94.15,94.15,94.15,94.15
1981-12-06,0.00,0.00,0.00,0.00,0.00,1.45,6.15,10.85,15.55,20.25,24.95,29.65,34.35,39.05,43.75,94.76,94.76,94.76,94.76,94.76
1981-12-07,0.00,0.00,0.00,0.00,0.00,2.03,6.73,11.43,16.13,20.83,25.53,30.23,34.93,39.63,44.33,95.34,95.34,95.34,95.34,95.34
1981-12-08,0.00,0.00,0.00,0.00,0.00,2.58,7.28,11.98,16.68,21.38,26.08,30.78,35.48,40.18,44.88,95.89,95.89,95.89,95.89,95.89
1981-12-09,0.00,0.00,0.00,0.00,0.00,2.22,6.92,11.62,16.32,21.02,25.73,30.43,35.13,39.83,44.53,95.54,95.54,95.54,95.54,95.54
1981-12-10,0.00,0.00,0.00,0.00,0.00,2.76,7.46,12.16,16.86,21.56,26.26,30.96,35.66,40.36,45.06,96.08,96.08,96.08,96.08,96.08
1981-12-11,0.00,0.00,0.00,0.00,0.00,1.89,6.59,11.29,15.99,20.69,25.39,30.09,34.79,39.49,44.19,95.20,95.20,95.20,95.20,95.20
1981-12-12,0.00,0.00,0.00,0.00,0.00,2.44,7.14,11.84,16.54,21.25,25.95,30.65,35.35,40.05,44.75,95.76,95.76,95.76,95.76,95.76
1981-12-13,0.00,0.00,0.00,0.00,0.00,2.97,7.67,12.37,17.07,21.77,26.47,31.17,35.87,40.57,45.27,96.29,96.29,96.29,96.29,96.29
1981-12-14,0.00,0.00,0.00,0.00,0.00,3.06,7.76,12.46,17.16,21.86,26.56,31.26,35.96,40.66,45.36,96.38,96.38,96.38,96.38,96.38
1981-12-15,0.00,0.00,0.00,0.00,0.00,0.73,5.43,10.13,14.83,19.53,24.23,28.93,33.63,38.33,43.03,94.04,94.04,94.04,94.04,94.04
1981-12-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.27,8.97,13.67,18.37,23.07,27.78,32.48,37.18,88.19,88.19,88.19,88.19,88.19
1981-12-17,0.00,0.00,0.00,0.00,0.00,0.00,0.33,5.03,9.73,14.43,19.13,23.83,28.53,33.23,37.93,88.94,88.94,88.94,88.94,88.94
1981-12-18,0.00,0.00,0.00,0.00,0.00,0.00,1.37,6.07,10.77,15.47,20.17,24.87,29.57,34.27,38.97,89.98,89.98,89.98,89.98,89.98
1981-12-19,0.00,0.00,0.00,0.00,0.00,0.00,2.30,7.00,11.70,16.40,21.10,25.80,30.50,35.20,39.91,90.92,90.92,90.92,90.92,90.92
1981-12-20,0.00,0.00,0.00,0.00,0.00,0.00,3.16,7.86,12.56,17.26,21.96,26.66,31.36,36.06,40.76,91.77,91.77,91.77,91.77,91.77
1981-12-21,0.00,0.00,0.00,0.00,0.00,0.00,3.94,8.64,13.34,18.04,22.74,27.44,32.14,36.84,41.54,92.55,92.55,92.55,92.55,92.55
1981-12-22,0.00,0.00,0.00,0.00,0.00,0.00,4.66,9.36,14.06,18.76,23.46,28.16,32.86,37.56,42.27,93.28,93.28,93.28,93.28,93.28
1981-12-23,0.00,0.00,0.00,0.00,0.00,0.64,5.34,10.04,14.74,19.44,24.14,28.84,33.54,38.24,42.94,93.95,93.95,93.95,93.95,93.95
1981-12-24,0.00,0.00,0.00,0.00,0.00,0.38,5.09,9.79,14.49,19.19,23.89,28.59,33.29,37.99,42.69,93.70,93.70,93.70,93.70,93.70
1981-12-25,0.00,0.00,0.00,0.00,0.00,1.03,5.73,10.43,15.13,19.83,24.53,29.23,33.93,38.63,43.33,94.35,94.35,94.35,94.35,94.35
1981-12-26,0.00,0.00,0.00,0.00,0.00,1.64,6.34,11.04,15.74,20.44,25.14,29.84,34.54,39.24,43.94,94.95,94.95,94.95,94.95,94.95
1981-12-27,0.00,0.00,0.00,0.00,0.00,2.21,6.91,11.61,16.31,21.01,25.71,30.41,35.11,39.81,44.51,95.52,95.52,95.52,95.52,95.52
1981-12-28,0.00,0.00,0.00,0.00,0.00,2.33,7.03,11.74,16.44,21.14,25.84,30.54,35.24,39.94,44.64,95.65,95.65,95.65,95.65,95.65
1981-12-29,0.00,0.00,0.00,0.00,0.00,2.87,7.57,12.27,16.97,21.67,26.37,31.07,35.77,40.47,45.17,96.18,96.18,96.18,96.18,96.18
1981-12-30,0.00,0.00,0.00,0.00,0.00,3.37,8.07,12.77,17.47,22.17,26.87,31.57,36.27,40.97,45.67,96.69,96.69,96.69,96.69,96.69
1981-12-31,0.00,0.00,0.00,0.00,0.00,3.85,8.55,13.25,17.95,22.65,27.35,32.05,36.75,41.45,46.15,97.16,97.16,97.16,97.16,97.16
